0,1,2,3,4,5,6,7,8,9
of,ADP,prep,8,51,53,9,245,,
Sweden,PROPN,pobj,9,54,60,10,245,,
and,CCONJ,cc,8,61,64,11,245,,
Tiphook,PROPN,compound,13,65,72,12,245,245-1,ORG
P.L.C.,PROPN,conj,8,73,79,13,245,245-1,ORG
of,ADP,prep,13,80,82,14,245,,
Britain,PROPN,pobj,14,83,90,15,245,,
",",PUNCT,punct,2,91,92,16,245,,
said,VERB,ROOT,17,93,97,17,245,,
Stena,PROPN,nsubj,20,98,103,18,245,,
had,AUX,aux,20,104,107,19,245,,
offered,VERB,ccomp,17,108,115,20,245,,
to,PART,aux,22,116,118,21,245,,
buy,VERB,xcomp,20,119,122,22,245,,
Sea,PROPN,compound,24,123,126,23,245,245-2,ORG
Containers,PROPN,poss,29,127,137,24,245,245-2,ORG
',PART,case,24,138,139,25,245,245-2,ORG
Sealink,ADJ,compound,29,140,147,26,245,245-2,ORG
British,ADJ,compound,28,148,155,27,245,245-2,ORG
Ferries,PROPN,compound,29,156,163,28,245,245-2,ORG
unit,NOUN,dobj,22,164,168,29,245,,
for,ADP,prep,22,169,172,30,245,,
$,SYM,quantmod,33,173,174,31,245,,
430,NUM,compound,33,175,178,32,245,,
million,NUM,pobj,30,179,186,33,245,,
and,CCONJ,cc,33,187,190,34,245,,
"838,098",NUM,nummod,38,191,198,35,245,,
Sea,PROPN,compound,37,199,202,36,245,,
Containers,PROPN,compound,38,203,213,37,245,,
shares,NOUN,conj,33,214,220,38,245,,
.,PUNCT,punct,17,221,222,39,245,,
Families,NOUN,nsubj,11,0,8,0,246,,
from,ADP,prep,0,9,13,1,246,,
New,PROPN,compound,3,14,17,2,246,246-1,PER
York,PROPN,pobj,1,18,22,3,246,246-1,PER
and,CCONJ,cc,3,23,26,4,246,,
Colorado,PROPN,conj,3,27,35,5,246,246-2,LOC
",",PUNCT,punct,11,36,37,6,246,,
for,ADP,prep,11,38,41,7,246,,
example,NOUN,pobj,7,42,49,8,246,,
",",PUNCT,punct,11,50,51,9,246,,
might,VERB,aux,11,52,57,10,246,,
swap,VERB,ROOT,11,58,62,11,246,,
homes,NOUN,dobj,11,63,68,12,246,,
for,ADP,prep,11,69,72,13,246,,
a,DET,det,15,73,74,14,246,,
week,NOUN,pobj,13,75,79,15,246,,
or,CCONJ,cc,17,80,82,16,246,,
two,NUM,nummod,15,83,86,17,246,,
.,PUNCT,punct,11,87,88,18,246,,
The,DET,det,2,0,3,0,247,,
Jakarta,PROPN,compound,2,4,11,1,247,,
Post,PROPN,nsubj,9,12,16,2,247,,
",",PUNCT,punct,9,17,18,3,247,,
in,ADP,prep,9,19,21,4,247,,
an,DET,det,6,22,24,5,247,,
editorial,NOUN,pobj,4,25,34,6,247,,
today,NOUN,pobj,4,35,40,7,247,,
",",PUNCT,punct,9,41,42,8,247,,
suggested,VERB,ROOT,9,43,52,9,247,,
that,SCONJ,mark,12,53,57,10,247,,
Indonesians,PROPN,nsubj,12,58,69,11,247,247-1,LOC
need,VERB,ccomp,9,70,74,12,247,,
to,PART,aux,14,75,77,13,247,,
accept,VERB,xcomp,12,78,84,14,247,,
Mr.,PROPN,compound,16,85,88,15,247,247-2,PER
Wahid,PROPN,poss,19,89,94,16,247,247-2,PER
's,PART,case,16,95,97,17,247,,
unceremonious,ADJ,amod,19,98,111,18,247,,
style,NOUN,dobj,14,112,117,19,247,,
and,CCONJ,cc,12,118,121,20,247,,
what,PRON,dobj,23,122,126,21,247,,
it,PRON,nsubj,23,127,129,22,247,,
called,VERB,conj,12,130,136,23,247,,
his,DET,poss,26,137,140,24,247,,
'',PUNCT,punct,26,141,143,25,247,,
talent,NOUN,oprd,23,144,150,26,247,,
for,ADP,prep,23,151,154,27,247,,
stepping,VERB,pcomp,27,155,163,28,247,,
on,ADP,prep,28,164,166,29,247,,
people,NOUN,poss,32,167,173,30,247,,
's,PART,case,30,174,176,31,247,,
toes,NOUN,pobj,29,177,181,32,247,,
.,PUNCT,punct,9,182,183,33,247,,
'',PUNCT,punct,9,184,186,34,247,,
As,SCONJ,prep,7,0,2,0,248,,
Terry,PROPN,pobj,0,3,8,1,248,248-1,PER
",",PUNCT,punct,7,9,10,2,248,,
Miles,PROPN,compound,4,11,16,3,248,248-2,PER
Chapin,PROPN,nsubj,7,17,23,4,248,248-2,PER
does,AUX,aux,7,24,28,5,248,,
not,PART,neg,7,29,32,6,248,,
appear,VERB,ROOT,7,33,39,7,248,,
to,PART,aux,9,40,42,8,248,,
have,AUX,xcomp,7,43,47,9,248,,
enough,ADJ,amod,11,48,54,10,248,,
balefulness,NOUN,dobj,9,55,66,11,248,,
and,CCONJ,cc,11,67,70,12,248,,
virulence,NOUN,conj,11,71,80,13,248,,
to,PART,aux,15,81,83,14,248,,
expedite,VERB,acl,11,84,92,15,248,,
insults,NOUN,dobj,15,93,100,16,248,,
.,PUNCT,punct,7,101,102,17,248,,
Working,VERB,advcl,9,0,7,0,249,,
as,SCONJ,prep,0,8,10,1,249,,
a,DET,det,4,11,12,2,249,,
clinical,ADJ,amod,4,13,21,3,249,,
professor,NOUN,pobj,1,22,31,4,249,,
of,ADP,prep,4,32,34,5,249,,
psychiatry,NOUN,pobj,5,35,45,6,249,,
",",PUNCT,punct,9,46,47,7,249,,
she,PRON,nsubj,9,48,51,8,249,,
became,VERB,ROOT,9,52,58,9,249,,
the,DET,det,11,59,62,10,249,,
founder,NOUN,attr,9,63,70,11,249,,
",",PUNCT,punct,9,71,72,12,249,,
in,ADP,prep,9,73,75,13,249,,
1970,NUM,pobj,13,76,80,14,249,,
",",PUNCT,punct,9,81,82,15,249,,
of,ADP,prep,9,83,85,16,249,,
the,DET,det,20,86,89,17,249,,
Human,PROPN,compound,19,90,95,18,249,249-1,ORG
Sexuality,PROPN,compound,20,96,105,19,249,249-1,ORG
Program,PROPN,pobj,16,106,113,20,249,249-1,ORG
at,ADP,prep,20,114,116,21,249,,
the,DET,det,25,117,120,22,249,,
Payne,PROPN,compound,24,121,126,23,249,249-2,LOC
Whitney,PROPN,compound,25,127,134,24,249,249-2,LOC
Clinic,PROPN,pobj,21,135,141,25,249,249-2,LOC
",",PUNCT,punct,20,142,143,26,249,,
one,NUM,appos,20,144,147,27,249,,
of,ADP,prep,27,148,150,28,249,,
the,DET,det,30,151,154,29,249,,
country,NOUN,poss,35,155,162,30,249,,
's,PART,case,30,163,165,31,249,,
most,ADV,advmod,33,166,170,32,249,,
prominent,ADJ,amod,35,171,180,33,249,,
psychiatric,ADJ,amod,35,181,192,34,249,,
clinics,NOUN,pobj,28,193,200,35,249,,
and,CCONJ,cc,27,201,204,36,249,,
part,NOUN,conj,27,205,209,37,249,,
of,ADP,prep,37,210,212,38,249,,
the,DET,det,47,213,216,39,249,,
New,PROPN,compound,41,217,220,40,249,,
York,PROPN,compound,47,221,225,41,249,,
Hospital,PROPN,compound,46,226,234,42,249,,
-,PUNCT,punct,46,234,235,43,249,,
Cornell,PROPN,compound,46,235,242,44,249,,
Medical,PROPN,compound,46,243,250,45,249,,
Center,PROPN,compound,47,251,257,46,249,,
complex,NOUN,pobj,38,258,265,47,249,,
.,PUNCT,punct,9,266,267,48,249,,
At,ADP,prep,17,0,2,0,250,,
the,DET,det,3,3,6,1,250,,
same,ADJ,amod,3,7,11,2,250,,
time,NOUN,pobj,0,12,16,3,250,,
",",PUNCT,punct,17,17,18,4,250,,
partial,ADJ,amod,6,19,26,5,250,,
deregulation,NOUN,nsubj,17,27,39,6,250,,
of,ADP,prep,6,40,42,7,250,,
international,ADJ,amod,10,43,56,8,250,,
air,NOUN,compound,10,57,60,9,250,,
travel,NOUN,pobj,7,61,67,10,250,,
in,ADP,prep,6,68,70,11,250,,
the,DET,det,14,71,74,12,250,,
late,ADJ,amod,14,75,79,13,250,,
1970,NUM,pobj,11,80,84,14,250,,
's,PART,case,14,85,87,15,250,,
has,AUX,aux,17,88,91,16,250,,
allowed,VERB,ROOT,17,92,99,17,250,,
more,ADJ,nsubj,29,100,104,18,250,,
of,ADP,prep,18,105,107,19,250,,
T.W.A.,PROPN,pobj,19,108,114,20,250,250-1,ORG
's,PART,case,20,115,117,21,250,,
and,CCONJ,cc,20,118,121,22,250,,
Pan,PROPN,compound,24,122,125,23,250,250-2,ORG
Am,PROPN,poss,27,126,128,24,250,250-2,ORG
's,PART,case,24,129,131,25,250,,
domestic,ADJ,amod,27,132,140,26,250,,
competitors,NOUN,conj,20,141,152,27,250,,
to,PART,aux,29,153,155,28,250,,
offer,VERB,ccomp,17,156,161,29,250,,
direct,ADJ,amod,31,162,168,30,250,,
service,NOUN,dobj,29,169,176,31,250,,
to,ADP,prep,31,177,179,32,250,,
foreign,ADJ,amod,34,180,187,33,250,,
cities,NOUN,pobj,32,188,194,34,250,,
.,PUNCT,punct,17,195,196,35,250,,
Kenny,PROPN,compound,2,0,5,0,251,251-1,PER
Barron,PROPN,compound,2,6,12,1,251,251-1,PER
Quintet,PROPN,ROOT,2,13,20,2,251,251-1,PER
",",PUNCT,punct,2,21,22,3,251,,
Weill,PROPN,compound,6,23,28,4,251,251-2,ORG
Recital,PROPN,compound,6,29,36,5,251,251-2,ORG
Hall,PROPN,appos,2,37,41,6,251,251-2,ORG
-LRB-,NUM,punct,2,42,47,7,251,,
741,NUM,appos,2,48,51,8,251,,
-,PUNCT,punct,10,51,52,9,251,,
3949,NUM,prep,8,52,56,10,251,,
-RRB-,PUNCT,punct,2,57,62,11,251,,
.,PUNCT,punct,2,63,64,12,251,,
Mr.,PROPN,compound,1,0,3,0,252,252-1,PER
Berry,PROPN,nsubj,12,4,9,1,252,252-1,PER
",",PUNCT,punct,1,10,11,2,252,,
a,DET,det,7,12,13,3,252,,
real,ADJ,amod,6,14,18,4,252,,
-,PUNCT,punct,6,18,19,5,252,,
estate,NOUN,compound,7,19,25,6,252,,
appraiser,NOUN,appos,1,26,35,7,252,,
in,ADP,prep,7,36,38,8,252,,
New,PROPN,compound,10,39,42,9,252,252-2,PER
York,PROPN,pobj,8,43,47,10,252,252-2,PER
",",PUNCT,punct,1,48,49,11,252,,
graduated,VERB,ROOT,12,50,59,12,252,,
from,ADP,prep,12,60,64,13,252,,
the,DET,det,18,65,68,14,252,,
Buckley,PROPN,nmod,18,69,76,15,252,,
and,CCONJ,cc,15,77,80,16,252,,
Choate,PROPN,conj,15,81,87,17,252,,
Schools,PROPN,pobj,13,88,95,18,252,,
and,CCONJ,cc,18,96,99,19,252,,
the,DET,det,21,100,103,20,252,,
University,PROPN,conj,18,104,114,21,252,,
of,ADP,prep,21,115,117,22,252,,
Pennsylvania,PROPN,pobj,22,118,130,23,252,,
.,PUNCT,punct,12,131,132,24,252,,
Susan,PROPN,compound,2,0,5,0,253,,
Alberta,PROPN,compound,2,6,13,1,253,,
Horst,PROPN,nsubj,25,14,19,2,253,,
",",PUNCT,punct,2,20,21,3,253,,
the,DET,det,5,22,25,4,253,,
daughter,NOUN,appos,2,26,34,5,253,,
of,ADP,prep,5,35,37,6,253,,
Alice,PROPN,compound,9,38,43,7,253,,
A.,PROPN,compound,9,44,46,8,253,,
Horst,PROPN,pobj,6,47,52,9,253,,
of,ADP,prep,9,53,55,10,253,,
Windsor,PROPN,pobj,10,56,63,11,253,,
",",PUNCT,punct,11,64,65,12,253,,
Conn.,PROPN,appos,11,66,71,13,253,,
",",PUNCT,punct,2,72,73,14,253,,
and,CCONJ,cc,2,74,77,15,253,,
John,PROPN,compound,18,78,82,16,253,,
C.,PROPN,compound,18,83,85,17,253,,
Horst,PROPN,conj,2,86,91,18,253,,
of,ADP,prep,18,92,94,19,253,,
Port,PROPN,compound,21,95,99,20,253,,
Jervis,PROPN,pobj,19,100,106,21,253,,
",",PUNCT,punct,21,107,108,22,253,,
N.Y.,PROPN,appos,21,109,113,23,253,,
",",PUNCT,punct,21,114,115,24,253,,
was,AUX,ROOT,25,116,119,25,253,,
married,VERB,acomp,25,120,127,26,253,,
yesterday,NOUN,npadvmod,26,128,137,27,253,,
to,ADP,prep,26,138,140,28,253,,
Dr.,PROPN,compound,32,141,144,29,253,253-1,PER
Robert,PROPN,compound,32,145,151,30,253,253-1,PER
Michael,PROPN,compound,32,152,159,31,253,253-1,PER
Morelli,PROPN,pobj,28,160,167,32,253,253-1,PER
",",PUNCT,punct,32,168,169,33,253,,
the,DET,det,35,170,173,34,253,,
son,NOUN,appos,32,174,177,35,253,,
of,ADP,prep,35,178,180,36,253,,
Dr.,PROPN,pobj,36,181,184,37,253,,
and,CCONJ,cc,37,185,188,38,253,,
Mrs.,PROPN,compound,40,189,193,39,253,253-2,PER
Ondino,PROPN,compound,42,194,200,40,253,253-2,PER
A.,NOUN,compound,42,201,203,41,253,253-2,PER
Morelli,PROPN,conj,37,204,211,42,253,253-2,PER
of,ADP,prep,42,212,214,43,253,,
Rye,PROPN,pobj,43,215,218,44,253,,
",",PUNCT,punct,44,219,220,45,253,,
N.Y.,PROPN,intj,45,221,225,46,253,,
While,SCONJ,mark,12,0,5,0,254,,
Mr.,PROPN,compound,2,6,9,1,254,,
Rosenberg,PROPN,poss,5,10,19,2,254,,
's,PART,case,2,20,22,3,254,,
Windows,PROPN,compound,5,23,30,4,254,254-1,MISC
laptop,NOUN,nsubj,12,31,37,5,254,254-1,MISC
and,CCONJ,cc,5,38,41,6,254,,
Microsoft,PROPN,poss,11,42,51,7,254,,
's,PART,case,7,52,54,8,254,,
Windows,PROPN,compound,10,55,62,9,254,254-2,MISC
Media,PROPN,compound,11,63,68,10,254,254-2,MISC
software,NOUN,nsubj,12,69,77,11,254,,
were,AUX,advcl,27,78,82,12,254,,
crucial,ADJ,acomp,12,83,90,13,254,,
in,ADP,prep,13,91,93,14,254,,
getting,VERB,pcomp,14,94,101,15,254,,
the,DET,det,17,102,105,16,254,,
station,NOUN,dobj,15,106,113,17,254,,
on,ADP,prep,17,114,116,18,254,,
the,DET,det,20,117,120,19,254,,
air,NOUN,pobj,18,121,124,20,254,,
",",PUNCT,punct,27,125,126,21,254,,
the,DET,det,24,127,130,22,254,,
Apple,PROPN,compound,24,131,136,23,254,,
hardware,NOUN,nsubj,27,137,145,24,254,,
and,CCONJ,cc,24,146,149,25,254,,
software,NOUN,conj,24,150,158,26,254,,
let,VERB,ROOT,27,159,162,27,254,,
the,DET,det,29,163,166,28,254,,
D.J.,PROPN,nsubj,31,167,171,29,254,,
's,PART,case,29,172,174,30,254,,
serve,VERB,ccomp,27,175,180,31,254,,
up,ADP,prt,31,181,183,32,254,,
an,DET,det,35,184,186,33,254,,
eclectic,ADJ,amod,35,187,195,34,254,,
mix,NOUN,dobj,31,196,199,35,254,,
of,ADP,prep,35,200,202,36,254,,
funk,NOUN,pobj,36,203,207,37,254,,
",",PUNCT,punct,37,208,209,38,254,,
rock,NOUN,conj,37,210,214,39,254,,
",",PUNCT,punct,39,215,216,40,254,,
jazz,NOUN,conj,39,217,221,41,254,,
",",PUNCT,punct,41,222,223,42,254,,
folk,NOUN,conj,41,224,228,43,254,,
and,CCONJ,cc,43,229,232,44,254,,
electronic,ADJ,amod,46,233,243,45,254,,
music,NOUN,conj,43,244,249,46,254,,
.,PUNCT,punct,27,250,251,47,254,,
In,ADP,prep,4,0,2,0,255,,
America,PROPN,pobj,0,3,10,1,255,255-1,LOC
",",PUNCT,punct,4,11,12,2,255,,
you,PRON,nsubj,4,13,16,3,255,,
had,AUX,ROOT,4,17,20,4,255,,
pro,ADJ,dep,6,21,24,5,255,,
-,ADJ,dep,7,24,25,6,255,,
slavery,ADJ,amod,8,25,32,7,255,,
Southerners,NOUN,dobj,4,33,44,8,255,255-2,LOC
who,PRON,nsubj,10,45,48,9,255,,
said,VERB,relcl,8,49,53,10,255,,
that,SCONJ,mark,17,54,58,11,255,,
other,ADJ,amod,14,59,64,12,255,,
human,ADJ,amod,14,65,70,13,255,,
beings,NOUN,nsubj,17,71,77,14,255,,
did,AUX,aux,17,78,81,15,255,,
not,PART,neg,17,82,85,16,255,,
have,AUX,ccomp,10,86,90,17,255,,
full,ADJ,amod,19,91,95,18,255,,
value,NOUN,dobj,17,96,101,19,255,,
.,PUNCT,punct,4,102,103,20,255,,
AT,ADP,prep,8,0,2,0,256,,
the,DET,det,2,3,6,1,256,,
end,NOUN,pobj,0,7,10,2,256,,
of,ADP,prep,2,11,13,3,256,,
his,DET,poss,5,14,17,4,256,,
autobiography,NOUN,pobj,3,18,31,5,256,,
",",PUNCT,punct,8,32,33,6,256,,
'',PUNCT,punct,8,34,36,7,256,,
See,VERB,ccomp,17,37,40,8,256,,
You,PRON,dobj,8,41,44,9,256,,
at,ADP,prep,8,45,47,10,256,,
the,DET,det,12,48,51,11,256,,
Movies,PROPN,pobj,10,52,58,12,256,,
",",PUNCT,punct,17,59,60,13,256,,
'',PUNCT,punct,17,61,63,14,256,,
Melvyn,PROPN,compound,16,64,70,15,256,,
Douglas,PROPN,nsubj,17,71,78,16,256,,
writes,VERB,ROOT,17,79,85,17,256,,
",",PUNCT,punct,17,86,87,18,256,,
'',PUNCT,punct,17,88,90,19,256,,
A,DET,det,21,91,92,20,256,,
performer,NOUN,nsubjpass,31,93,102,21,256,,
of,ADP,prep,21,103,105,22,256,,
ancient,ADJ,amod,24,106,113,23,256,,
Greece,PROPN,pobj,22,114,120,24,256,,
",",PUNCT,punct,24,121,122,25,256,,
Polus,PROPN,appos,24,123,128,26,256,256-1,PER
of,ADP,prep,26,129,131,27,256,,
Aegina,PROPN,pobj,27,132,138,28,256,256-2,LOC
",",PUNCT,punct,31,139,140,29,256,,
is,AUX,auxpass,31,141,143,30,256,,
supposed,VERB,ccomp,17,144,152,31,256,,
to,PART,aux,34,153,155,32,256,,
have,AUX,aux,34,156,160,33,256,,
brought,VERB,xcomp,31,161,168,34,256,,
a,DET,det,37,169,170,35,256,,
funeral,ADJ,compound,37,171,178,36,256,,
urn,NOUN,dobj,34,179,182,37,256,,
containing,VERB,acl,37,183,193,38,256,,
the,DET,det,40,194,197,39,256,,
ashes,NOUN,dobj,38,198,203,40,256,,
of,ADP,prep,40,204,206,41,256,,
his,DET,poss,43,207,210,42,256,,
son,NOUN,pobj,41,211,214,43,256,,
on,ADP,prep,38,215,217,44,256,,
stage,NOUN,pobj,44,218,223,45,256,,
to,ADP,aux,49,224,226,46,256,,
more,ADV,advmod,48,227,231,47,256,,
effectively,ADV,advmod,49,232,243,48,256,,
portray,VERB,advcl,34,244,251,49,256,,
a,DET,det,51,252,253,50,256,,
scene,NOUN,dobj,49,254,259,51,256,,
of,ADP,prep,51,260,262,52,256,,
mourning,NOUN,pobj,52,263,271,53,256,,
.,PUNCT,punct,17,272,273,54,256,,
'',PUNCT,punct,17,274,276,55,256,,
According,VERB,prep,16,0,9,0,257,,
to,ADP,prep,0,10,12,1,257,,
MGM\/UA,PROPN,pobj,1,13,20,2,257,,
",",PUNCT,punct,16,21,22,3,257,,
when,ADV,advmod,7,23,27,4,257,,
the,DET,det,6,28,31,5,257,,
company,NOUN,nsubj,7,32,39,6,257,,
received,VERB,advcl,16,40,48,7,257,,
a,DET,det,9,49,50,8,257,,
number,NOUN,dobj,7,51,57,9,257,,
of,ADP,prep,9,58,60,10,257,,
offers,NOUN,pobj,10,61,67,11,257,,
in,ADP,prep,7,68,70,12,257,,
March,PROPN,pobj,12,71,76,13,257,,
",",PUNCT,punct,16,77,78,14,257,,
it,PRON,nsubj,16,79,81,15,257,,
considered,VERB,ROOT,16,82,92,16,257,,
only,ADV,advmod,18,93,97,17,257,,
two,NUM,oprd,16,98,101,18,257,,
-,PUNCT,punct,18,102,103,19,257,,
from,ADP,quantmod,18,104,108,20,257,,
Qintex,PROPN,pobj,20,109,115,21,257,257-1,ORG
and,CCONJ,cc,21,116,119,22,257,,
Fox,PROPN,conj,21,120,123,23,257,257-2,ORG
.,PUNCT,punct,16,124,125,24,257,,
ABC,PROPN,nsubj,2,0,3,0,258,,
has,AUX,aux,2,4,7,1,258,,
commissioned,VERB,ccomp,48,8,20,2,258,,
a,DET,det,4,21,22,3,258,,
roster,NOUN,dobj,2,23,29,4,258,,
of,ADP,prep,4,30,32,5,258,,
the,DET,det,9,33,36,6,258,,
most,ADV,advmod,8,37,41,7,258,,
famous,ADJ,amod,9,42,48,8,258,,
playwrights,NOUN,pobj,5,49,60,9,258,,
in,ADP,prep,9,61,63,10,258,,
the,DET,det,13,64,67,11,258,,
United,PROPN,compound,13,68,74,12,258,,
States,PROPN,pobj,10,75,81,13,258,,
",",PUNCT,punct,9,82,83,14,258,,
including,VERB,prep,9,84,93,15,258,,
Neil,PROPN,compound,17,94,98,16,258,,
Simon,PROPN,pobj,15,99,104,17,258,,
",",PUNCT,punct,17,105,106,18,258,,
Arthur,PROPN,compound,20,107,113,19,258,,
Miller,PROPN,conj,17,114,120,20,258,,
",",PUNCT,punct,20,121,122,21,258,,
David,PROPN,compound,23,123,128,22,258,,
Mamet,PROPN,conj,20,129,134,23,258,,
",",PUNCT,punct,23,135,136,24,258,,
Wendy,PROPN,compound,26,137,142,25,258,258-1,PER
Wasserstein,PROPN,conj,23,143,154,26,258,258-1,PER
and,CCONJ,cc,26,155,158,27,258,,
August,PROPN,compound,29,159,165,28,258,,
Wilson,PROPN,conj,26,166,172,29,258,258-2,PER
",",PUNCT,punct,17,173,174,30,258,,
to,PART,aux,32,175,177,31,258,,
create,VERB,xcomp,2,178,184,32,258,,
original,ADJ,amod,34,185,193,33,258,,
plays,NOUN,dobj,32,194,199,34,258,,
that,DET,nsubj,37,200,204,35,258,,
will,VERB,aux,37,205,209,36,258,,
draw,VERB,relcl,34,210,214,37,258,,
on,ADP,prep,37,215,217,38,258,,
the,DET,det,40,218,221,39,258,,
theme,NOUN,pobj,38,222,227,40,258,,
of,ADP,prep,40,228,230,41,258,,
the,DET,det,44,231,234,42,258,,
coming,VERB,amod,44,235,241,43,258,,
millennium,NOUN,pobj,41,242,252,44,258,,
",",PUNCT,punct,48,253,254,45,258,,
the,DET,det,47,255,258,46,258,,
network,NOUN,nsubj,48,259,266,47,258,,
announced,VERB,ROOT,48,267,276,48,258,,
yesterday,NOUN,npadvmod,48,277,286,49,258,,
.,PUNCT,punct,48,287,288,50,258,,
After,ADP,prep,18,0,5,0,259,,
the,DET,det,3,6,9,1,259,,
strange,ADJ,amod,3,10,17,2,259,,
doings,NOUN,pobj,0,18,24,3,259,,
of,ADP,prep,3,25,27,4,259,,
Stephen,PROPN,compound,6,28,35,5,259,259-1,PER
Sondheim,PROPN,pobj,4,36,44,6,259,259-1,PER
and,CCONJ,cc,6,45,48,7,259,,
James,PROPN,compound,9,49,54,8,259,259-2,PER
Lapine,PROPN,poss,12,55,61,9,259,259-2,PER
's,PART,case,9,62,64,10,259,,
'',PUNCT,punct,12,65,67,11,259,,
Passion,NOUN,conj,6,68,75,12,259,,
",",PUNCT,punct,18,76,77,13,259,,
'',PUNCT,punct,18,78,80,14,259,,
no,DET,det,16,81,83,15,259,,
romance,NOUN,nsubj,18,84,91,16,259,,
could,VERB,aux,18,92,97,17,259,,
be,AUX,ROOT,18,98,100,18,259,,
too,ADV,advmod,20,101,104,19,259,,
eccentric,ADJ,acomp,18,105,114,20,259,,
for,ADP,prep,20,115,118,21,259,,
the,DET,det,24,119,122,22,259,,
musical,ADJ,amod,24,123,130,23,259,,
theater,NOUN,pobj,21,131,138,24,259,,
",",PUNCT,punct,18,139,140,25,259,,
and,CCONJ,cc,18,141,144,26,259,,
certainly,ADV,advmod,28,145,154,27,259,,
not,PART,neg,30,155,158,28,259,,
that,SCONJ,nsubj,28,159,163,29,259,,
in,ADP,prep,18,164,166,30,259,,
'',PUNCT,punct,30,167,169,31,259,,
After,ADP,prep,40,170,175,32,259,,
the,DET,det,34,176,179,33,259,,
Fair,PROPN,pobj,32,180,184,34,259,,
",",PUNCT,punct,40,185,186,35,259,,
'',PUNCT,punct,40,187,189,36,259,,
a,DET,det,38,190,191,37,259,,
chamber,NOUN,compound,39,192,199,38,259,,
musical,PROPN,nsubj,40,200,207,39,259,,
adapted,VERB,pcomp,30,208,215,40,259,,
from,ADP,prep,40,216,220,41,259,,
a,DET,det,46,221,222,42,259,,
Thomas,PROPN,nmod,44,223,229,43,259,,
Hardy,PROPN,nmod,46,230,235,44,259,,
short,ADJ,amod,46,236,241,45,259,,
story,NOUN,pobj,41,242,247,46,259,,
about,ADP,prep,46,248,253,47,259,,
a,DET,det,50,254,255,48,259,,
frustrated,ADJ,amod,50,256,266,49,259,,
Englishwoman,PROPN,pobj,47,267,279,50,259,,
who,PRON,nsubj,52,280,283,51,259,,
plays,VERB,relcl,50,284,289,52,259,,
Cyrano,PROPN,compound,55,290,296,53,259,,
de,ADP,compound,55,297,299,54,259,,
Bergerac,PROPN,dobj,52,300,308,55,259,,
to,ADP,prep,52,309,311,56,259,,
an,DET,det,60,312,314,57,259,,
illiterate,ADJ,amod,60,315,325,58,259,,
serving,VERB,amod,60,326,333,59,259,,
girl,NOUN,pobj,56,334,338,60,259,,
and,CCONJ,cc,60,339,342,61,259,,
the,DET,det,64,343,346,62,259,,
educated,VERB,amod,64,347,355,63,259,,
man,NOUN,conj,60,356,359,64,259,,
they,PRON,nsubj,67,360,364,65,259,,
both,DET,appos,65,365,369,66,259,,
love,VERB,relcl,64,370,374,67,259,,
.,PUNCT,punct,18,375,376,68,259,,
Wyatt,PROPN,compound,1,0,5,0,260,260-1,PER
Mason,PROPN,nsubj,2,6,11,1,260,260-1,PER
received,VERB,ROOT,2,12,20,2,260,,
this,DET,det,4,21,25,3,260,,
year,NOUN,poss,8,26,30,4,260,,
's,PART,case,4,31,33,5,260,,
National,PROPN,compound,7,34,42,6,260,260-2,ORG
Magazine,PROPN,compound,8,43,51,7,260,260-2,ORG
Award,PROPN,dobj,2,52,57,8,260,260-2,ORG
for,ADP,prep,8,58,61,9,260,260-2,ORG
Reviews,PROPN,pobj,9,62,69,10,260,260-2,ORG
and,CCONJ,cc,10,70,73,11,260,260-2,ORG
Criticism,PROPN,conj,10,74,83,12,260,260-2,ORG
.,PUNCT,punct,2,84,85,13,260,,
Loving,VERB,ROOT,0,0,6,0,261,,
mother,NOUN,dobj,0,7,13,1,261,,
of,ADP,prep,1,14,16,2,261,,
Frederick,PROPN,compound,5,17,26,3,261,,
P.,PROPN,compound,5,27,29,4,261,,
Siegal,PROPN,pobj,2,30,36,5,261,,
and,CCONJ,cc,5,37,40,6,261,,
his,DET,poss,8,41,44,7,261,,
wife,NOUN,conj,5,45,49,8,261,,
Marta,PROPN,appos,8,50,55,9,261,261-1,PER
and,CCONJ,cc,9,56,59,10,261,,
Marian,PROPN,compound,12,60,66,11,261,261-2,PER
Krauskopf,PROPN,conj,9,67,76,12,261,261-2,PER
&,CCONJ,cc,12,77,78,13,261,,
her,DET,poss,15,79,82,14,261,,
husband,NOUN,conj,12,83,90,15,261,,
Jack,PROPN,appos,15,91,95,16,261,,
.,PUNCT,punct,0,96,97,17,261,,
Beloved,ADJ,amod,1,0,7,0,262,262-1,MISC
wife,NOUN,ROOT,1,8,12,1,262,,
of,ADP,prep,1,13,15,2,262,,
the,DET,det,5,16,19,3,262,,
late,ADJ,amod,5,20,24,4,262,,
David,PROPN,pobj,2,25,30,5,262,262-2,MISC
.,PUNCT,punct,1,31,32,6,262,,
The,DET,det,1,0,3,0,263,,
pity,NOUN,nsubj,2,4,8,1,263,,
is,AUX,ROOT,2,9,11,2,263,,
that,SCONJ,mark,6,12,16,3,263,,
RCA,PROPN,nsubj,6,17,20,4,263,263-1,ORG
presumably,ADV,advmod,6,21,31,5,263,,
considers,VERB,ccomp,2,32,41,6,263,,
that,SCONJ,mark,10,42,46,7,263,,
it,PRON,nsubj,10,47,49,8,263,,
has,AUX,aux,10,50,53,9,263,,
