,sent_index,dep,sentence_length,root_index,root_word,entity_1_index,entity_2_index,entity_distance,no_words_before_entity_1,no_words_after_entity_2,entity_1_root_distance,entity_2_root_distance,entity 1 name,entity 2 name,entity_type_1,entity_type_2,entity_pos_1,entity_pos_2,entity_dep_1,entity_dep_2,entity_tag_1,entity_tag_2,shortest_distance,shortest_path,rel type,rel subtype,entity 1 ID,entity 2 ID,entity 1 mention ID,entity 2 mention ID,entity 1 type,entity 2 type,same_sent,same_sent.1,distance,pos_pattern,shortest_dep_path,span,label
0,0.0,"['compound', 'compound', 'compound', 'nsubj', 'prep', 'pobj', 'ROOT', 'attr', 'prep', 'det', 'amod', 'compound', 'pobj', 'prep', 'pobj', 'punct']",16,6,is,1,6,5,0,9,5,0,Al Assad University Hospital,Damascus,Location,Location,PROPN-PROPN-PROPN-PROPN,PROPN,compound-compound-compound-nsubj,pobj,NNP-NNP-NNP-NNP,NNP,3,"[1, 2, 3, 6]",CoLocated,CoLocated,BC4D46232E91E65C8C69F4F6F2D9C618-0-0-28-Location,BC4D46232E91E65C8C69F4F6F2D9C618-0-32-40-Location,BC4D46232E91E65C8C69F4F6F2D9C618-0-0-28-Location,BC4D46232E91E65C8C69F4F6F2D9C618-0-32-40-Location,Location,Location,True,True,2.0,ADP,2.0,Al Assad University Hospital in Damascus,1
1,0.0,"['compound', 'compound', 'compound', 'nsubj', 'prep', 'pobj', 'ROOT', 'attr', 'prep', 'det', 'amod', 'compound', 'pobj', 'prep', 'pobj', 'punct']",16,6,is,6,15,9,5,0,0,9,Damascus,Syria,Location,Location,PROPN,PROPN,pobj,pobj,NNP,NNP,1,"[6, 15]",CoLocated,CoLocated,BC4D46232E91E65C8C69F4F6F2D9C618-0-32-40-Location,BC4D46232E91E65C8C69F4F6F2D9C618-0-85-90-Location,BC4D46232E91E65C8C69F4F6F2D9C618-0-32-40-Location,BC4D46232E91E65C8C69F4F6F2D9C618-0-85-90-Location,Location,Location,True,True,9.0,AUX-NUM-ADP-DET-ADJ-NOUN-NOUN-ADP,8.0,Damascus is one of the largest teaching hospitals in Syria,1
2,8.0,"['nsubjpass', 'auxpass', 'ROOT', 'aux', 'xcomp', 'dobj', 'cc', 'amod', 'conj', 'prep', 'amod', 'pobj', 'cc', 'conj', 'prep', 'amod', 'pobj', 'punct', '']",19,2,used,6,11,5,5,7,-4,9,students,Syrian universities,Organisation,Organisation,NOUN,ADJ-NOUN,dobj,amod-pobj,NNS,JJ-NNS,3,"[6, 5, 9, 11]",BelongsTo,BelongsTo,BC4D46232E91E65C8C69F4F6F2D9C618-7-20-28-Organisation,BC4D46232E91E65C8C69F4F6F2D9C618-7-55-74-Organisation,BC4D46232E91E65C8C69F4F6F2D9C618-7-20-28-Organisation,BC4D46232E91E65C8C69F4F6F2D9C618-7-55-74-Organisation,Organisation,Organisation,True,True,4.0,CCONJ-VERB-ADP,2.0,students and graduate doctors from Syrian universities,1
3,8.0,"['nsubjpass', 'auxpass', 'ROOT', 'aux', 'xcomp', 'dobj', 'cc', 'amod', 'conj', 'prep', 'amod', 'pobj', 'cc', 'conj', 'prep', 'amod', 'pobj', 'punct', '']",19,2,used,8,11,3,7,7,-6,9,graduate doctors,Syrian universities,Organisation,Organisation,VERB-NOUN,ADJ-NOUN,amod-conj,amod-pobj,VB-NNS,JJ-NNS,3,"[8, 5, 9, 11]",BelongsTo,BelongsTo,BC4D46232E91E65C8C69F4F6F2D9C618-7-33-49-Organisation,BC4D46232E91E65C8C69F4F6F2D9C618-7-55-74-Organisation,BC4D46232E91E65C8C69F4F6F2D9C618-7-33-49-Organisation,BC4D46232E91E65C8C69F4F6F2D9C618-7-55-74-Organisation,Organisation,Organisation,True,True,2.0,ADP,3.0,graduate doctors from Syrian universities,1
4,12.0,"['det', 'nsubj', 'ROOT', 'nummod', 'dobj', 'punct', 'nsubj', 'prep', 'pobj', 'relcl', 'prep', 'amod', 'pobj', 'punct', 'cc', 'conj', 'det', 'amod', 'compound', 'dobj', 'prep', 'amod', 'pobj', 'punct', '']",25,2,contains,1,4,3,0,20,1,2,The hospital,645 beds,Location,Quantity,DET-NOUN,NUM-NOUN,det-nsubj,nummod-dobj,DT-NN,CD-NNS,2,"[1, 2, 4]",HasAttrOf,HasAttrOf,BC4D46232E91E65C8C69F4F6F2D9C618-11-0-12-Location,BC4D46232E91E65C8C69F4F6F2D9C618-11-22-30-Quantity,BC4D46232E91E65C8C69F4F6F2D9C618-11-0-12-Location,BC4D46232E91E65C8C69F4F6F2D9C618-11-22-30-Quantity,Location,Quantity,True,True,2.0,VERB,2.0,The hospital contains 645 beds,1
0,1.0,"['compound', 'nsubj', 'ROOT', 'punct', '', 'nsubjpass', 'auxpass', 'ccomp', 'agent', 'pobj', 'prep', 'compound', 'pobj', 'cc', 'conj', 'prep', 'det', 'pobj', 'aux', 'advcl', 'det', 'dobj', 'punct', 'advmod', 'prep', 'det', 'compound', 'compound', 'pobj', 'prep', 'pobj', 'punct', 'advmod', 'nsubj', 'aux', 'relcl', 'amod', 'dobj', 'cc', 'conj', 'agent', 'det', 'compound', 'pobj', 'cc', 'conj', 'prep', 'pobj', 'punct']",49,2,said,21,31,10,20,17,-19,29,the Wadi Barada area,Damascus,Location,Location,DET-PROPN-PROPN-NOUN,PROPN,det-compound-compound-pobj,pobj,DT-NNP-NNP-NN,NNP,4,"[21, 19, 24, 28, 31]",CoLocated,CoLocated,7064D852A8BF7FB8126978D3AC40E4FC-1-146-166-Location,7064D852A8BF7FB8126978D3AC40E4FC-1-170-178-Location,7064D852A8BF7FB8126978D3AC40E4FC-1-146-166-Location,7064D852A8BF7FB8126978D3AC40E4FC-1-170-178-Location,Location,Location,True,True,2.0,ADP,2.0,the Wadi Barada area of Damascus,1
1,2.0,"['amod', 'quantmod', 'compound', 'nummod', 'nsubj', 'prep', 'pobj', 'advmod', 'ROOT', 'prep', 'pobj', 'prep', 'det', 'amod', 'compound', 'pobj', 'punct', '']",18,8,remain,5,7,2,4,10,3,-1,people,Damascus,Organisation,Location,NOUN,PROPN,nsubj,pobj,NNS,NNP,3,"[5, 4, 8, 7]",CoLocated,CoLocated,7064D852A8BF7FB8126978D3AC40E4FC-2-23-29-Organisation,7064D852A8BF7FB8126978D3AC40E4FC-2-37-45-Location,7064D852A8BF7FB8126978D3AC40E4FC-2-23-29-Organisation,7064D852A8BF7FB8126978D3AC40E4FC-2-37-45-Location,Organisation,Location,True,True,2.0,ADP,2.0,people across Damascus,1
0,0.0,"['nsubj', 'compound', 'nmod', 'punct', 'appos', 'punct', 'nsubj', 'appos', 'compound', 'appos', 'punct', 'appos', 'punct', 'compound', 'appos', 'cc', 'compound', 'conj', 'punct', 'ROOT', 'det', 'amod', 'compound', 'attr', 'prep', 'amod', 'pobj', 'punct']",28,19,are,1,26,25,0,1,18,7,The Hamrin Mountains,northeast Iraq,Location,Location,DET-PROPN-PROPN,NOUN-PROPN,nsubj-compound-nmod,amod-pobj,DT-NNP-NNPS,NN-NNP,5,"[1, 2, 19, 23, 24, 26]",CoLocated,CoLocated,99036C6E6DB96D33FA0830D3095E7B71-0-0-20-Location,99036C6E6DB96D33FA0830D3095E7B71-0-126-140-Location,99036C6E6DB96D33FA0830D3095E7B71-0-0-20-Location,99036C6E6DB96D33FA0830D3095E7B71-0-126-140-Location,Location,Location,True,True,15.0,ADJ-PROPN-NOUN-PROPN-PROPN-PROPN-PROPN-PROPN-CCONJ-PROPN-PROPN-AUX-DET-ADP,4.0,"The Hamrin Mountains ( Arabic : جبل حمرين Jabāl Hamrīn , Kurdish : Çiyayê Hemrîn or Çiyayên Hemrîn ) are a small mountain ridge in northeast Iraq",1
1,3.0,"['prep', 'pobj', 'punct', 'det', 'nsubj', 'ROOT', 'attr', 'prep', 'det', 'compound', 'pobj', 'prep', 'pobj', 'prep', 'det', 'pobj', 'cc', 'conj', 'prep', 'det', 'pobj', 'punct']",22,5,were,4,4,0,3,17,1,-1,the mountains,the frontier region,Location,Location,DET-NOUN,DET-NOUN-NOUN,det-nsubj,det-compound-pobj,DT-NNS,DT-NN-NN,0,[4],CoLocated,CoLocated,99036C6E6DB96D33FA0830D3095E7B71-2-14-27-Location,99036C6E6DB96D33FA0830D3095E7B71-2-41-60-Location,99036C6E6DB96D33FA0830D3095E7B71-2-14-27-Location,99036C6E6DB96D33FA0830D3095E7B71-2-41-60-Location,Location,Location,True,True,4.0,AUX-NOUN-ADP,4.0,the mountains were part of the frontier region,1
0,0.0,"['det', 'nsubj', 'prep', 'compound', 'compound', 'nsubj', 'prep', 'compound', 'punct', 'pobj', 'dobj', 'det', 'npadvmod', 'prep', 'amod', 'nmod', 'punct', 'compound', 'pobj', 'ccomp', 'amod', 'quantmod', 'nummod', 'dobj', 'cc', 'conj', 'nummod', 'dobj', 'cc', 'nummod', 'conj', 'punct', 'compound', 'compound', 'compound', 'compound', 'nsubj', 'ROOT', 'dobj', 'npadvmod', 'punct', '']",42,37,told,18,15,-3,17,26,19,-22,Idlib province,northwestern Syria,Location,Location,PROPN-NOUN,ADJ-PROPN,compound-pobj,amod-nmod,NNP-NN,JJ-NNP,1,"[18, 15]",CoLocated,CoLocated,76957901E4278B498901454FA209CFFA-0-100-114-Location,76957901E4278B498901454FA209CFFA-0-79-97-Location,76957901E4278B498901454FA209CFFA-0-100-114-Location,76957901E4278B498901454FA209CFFA-0-79-97-Location,Location,Location,True,True,2.0,PART,1.0,northwestern Syria ’s Idlib province,1
1,0.0,"['det', 'nsubj', 'prep', 'compound', 'compound', 'nsubj', 'prep', 'compound', 'punct', 'pobj', 'dobj', 'det', 'npadvmod', 'prep', 'amod', 'nmod', 'punct', 'compound', 'pobj', 'ccomp', 'amod', 'quantmod', 'nummod', 'dobj', 'cc', 'conj', 'nummod', 'dobj', 'cc', 'nummod', 'conj', 'punct', 'compound', 'compound', 'compound', 'compound', 'nsubj', 'ROOT', 'dobj', 'npadvmod', 'punct', '']",42,37,told,33,39,6,32,2,4,2,Pentagon Press Secretary Peter Cook,reporters,Person,Organisation,PROPN-PROPN-PROPN-PROPN-PROPN,NOUN,compound-compound-compound-compound-nsubj,dobj,NNP-NNP-NNP-NNP-NNP,NNS,4,"[33, 34, 36, 37, 39]",CommWith,CommWith,76957901E4278B498901454FA209CFFA-0-195-230-Person,76957901E4278B498901454FA209CFFA-0-236-245-Organisation,76957901E4278B498901454FA209CFFA-0-195-230-Person,76957901E4278B498901454FA209CFFA-0-236-245-Organisation,Person,Organisation,True,True,2.0,VERB,2.0,Pentagon Press Secretary Peter Cook told reporters,1
2,1.0,"['det', 'compound', 'nsubj', 'prep', 'pobj', 'nummod', 'ccomp', 'nummod', 'compound', 'punct', 'compound', 'dobj', 'nsubj', 'aux', 'relcl', 'det', 'amod', 'compound', 'punct', 'compound', 'dobj', 'prep', 'pobj', 'punct', 'conj', 'punct', 'nsubj', 'ROOT', 'punct', '']",30,27,said,2,3,1,1,26,25,-24,U.S.,strike,Organisation,Weapon,PROPN,NOUN,compound,nsubj,NNP,NN,1,"[2, 3]",InChargeOf,InChargeOf,76957901E4278B498901454FA209CFFA-1-2-6-Organisation,76957901E4278B498901454FA209CFFA-1-7-13-Weapon,76957901E4278B498901454FA209CFFA-1-2-6-Organisation,76957901E4278B498901454FA209CFFA-1-7-13-Weapon,Organisation,Weapon,True,True,1.0,,1.0,U.S. strike,1
3,3.0,"['punct', 'compound', 'punct', 'poss', 'case', 'amod', 'compound', 'compound', 'nsubj', 'ccomp', 'det', 'dobj', 'prep', 'det', 'compound', 'pobj', 'punct', 'cc', 'poss', 'nsubj', 'conj', 'amod', 'dobj', 'prep', 'prep', 'det', 'pobj', 'punct', 'punct', 'nsubj', 'ROOT', 'punct', '']",33,30,said,6,11,5,5,21,24,-19,foreign terrorist fighter network,this headquarters,Organisation,Location,ADJ-ADJ-NOUN-NOUN,DET-NOUN,amod-compound-compound-nsubj,det-dobj,JJ-JJ-NN-NN,DT-NN,3,"[6, 8, 9, 11]",CoLocated,CoLocated,76957901E4278B498901454FA209CFFA-3-12-45-Organisation,76957901E4278B498901454FA209CFFA-3-51-68-Location,76957901E4278B498901454FA209CFFA-3-12-45-Organisation,76957901E4278B498901454FA209CFFA-3-51-68-Location,Organisation,Location,True,True,2.0,VERB,2.0,foreign terrorist fighter network used this headquarters,1
4,11.0,"['punct', 'advmod', 'advmod', 'punct', 'det', 'amod', 'nsubj', 'ROOT', 'aux', 'xcomp', 'amod', 'dobj', 'prep', 'compound', 'pobj', 'punct', 'npadvmod', 'prep', 'det', 'amod', 'nummod', 'pobj', 'prep', 'pobj', 'prep', 'det', 'compound', 'pobj', 'punct', 'advmod', 'advmod', 'cc', 'conj', 'prep', 'det', 'pobj', 'punct', 'punct', '']",39,7,continues,5,11,6,4,27,2,4,the global coalition,Iraqi forces,Organisation,Organisation,DET-ADJ-NOUN,ADJ-NOUN,det-amod-nsubj,amod-dobj,DT-JJ-NN,JJ-NNS,4,"[5, 6, 7, 9, 11]",AlliesOf,AlliesOf,76957901E4278B498901454FA209CFFA-10-12-32-Organisation,76957901E4278B498901454FA209CFFA-10-54-66-Organisation,76957901E4278B498901454FA209CFFA-10-12-32-Organisation,76957901E4278B498901454FA209CFFA-10-54-66-Organisation,Organisation,Organisation,True,True,4.0,VERB-PART-VERB,3.0,the global coalition continues to support Iraqi forces,1
5,13.0,"['punct', 'compound', 'nsubj', 'aux', 'advmod', 'ccomp', 'prep', 'prep', 'nummod', 'pobj', 'prep', 'compound', 'pobj', 'punct', 'cc', 'conj', 'aux', 'xcomp', 'dobj', 'prep', 'compound', 'compound', 'pobj', 'cc', 'conj', 'prep', 'pobj', 'punct', 'punct', 'nsubj', 'ROOT', 'punct']",32,30,said,2,22,20,1,9,28,-8,SDF forces,areas north and west of Raqqah,Organisation,Location,NOUN-NOUN,NOUN-ADJ-CCONJ-NOUN-ADP-PROPN,compound-nsubj,compound-pobj-cc-conj-prep-pobj,NN-NNS,NNS-JJ-CC-NN-IN-NNP,6,"[2, 5, 15, 17, 19, 21, 22]",CoLocated,CoLocated,76957901E4278B498901454FA209CFFA-12-1-11-Organisation,76957901E4278B498901454FA209CFFA-12-111-141-Location,76957901E4278B498901454FA209CFFA-12-1-11-Organisation,76957901E4278B498901454FA209CFFA-12-111-141-Location,Organisation,Location,True,True,16.0,AUX-ADV-VERB-ADP-ADP-NUM-ADP-PROPN-CCONJ-VERB-PART-VERB-NOUN-ADP-NOUN,6.0,"SDF forces have now advanced to within 7.5 kilometers of Tabqa Dam , and continue to make progress in clearing areas north and west of Raqqah",1
0,1.0,"['mark', 'nsubj', 'aux', 'advmod', 'advcl', 'oprd', 'punct', 'det', 'compound', 'nsubj', 'ROOT', 'amod', 'dobj', 'cc', 'conj', 'punct']",16,10,supports,8,12,4,7,3,2,2,the United States,Iraqi,Organisation,Nationality,DET-PROPN-PROPN,ADJ,det-compound-nsubj,amod,DT-NNP-NNP,JJ,3,"[8, 9, 10, 12]",Likes,Likes,31E63458C6BF8F6F1D50D7041E5B89C9-1-34-51-Organisation,31E63458C6BF8F6F1D50D7041E5B89C9-1-61-66-Nationality,31E63458C6BF8F6F1D50D7041E5B89C9-1-34-51-Organisation,31E63458C6BF8F6F1D50D7041E5B89C9-1-61-66-Nationality,Organisation,Nationality,True,True,2.0,VERB,3.0,the United States supports Iraqi,1
1,2.0,"['prep', 'det', 'pobj', 'punct', 'nsubj', 'ROOT', 'det', 'amod', 'nsubj', 'prep', 'pobj', 'aux', 'ccomp', 'advmod', 'prep', 'det', 'pobj', 'prep', 'cc', 'conj', 'pobj', 'prep', 'det', 'pobj', 'prep', 'pobj', 'punct', 'prep', 'det', 'pobj', 'prep', 'det', 'pobj', 'punct']",34,5,believe,7,11,4,6,22,-2,6,all international forces,Iraq,Organisation,Location,DET-ADJ-NOUN,PROPN,det-amod-nsubj,pobj,DT-JJ-NNS,NNP,3,"[7, 8, 12, 11]",CoLocated,CoLocated,31E63458C6BF8F6F1D50D7041E5B89C9-2-24-48-Organisation,31E63458C6BF8F6F1D50D7041E5B89C9-2-52-56-Location,31E63458C6BF8F6F1D50D7041E5B89C9-2-24-48-Organisation,31E63458C6BF8F6F1D50D7041E5B89C9-2-52-56-Location,Organisation,Location,True,True,2.0,ADP,2.0,all international forces in Iraq,1
0,0.0,"['amod', 'nsubj', 'aux', 'ccomp', 'amod', 'dobj', 'prep', 'compound', 'pobj', 'prep', 'poss', 'pobj', 'prep', 'advmod', 'punct', 'amod', 'compound', 'pobj', 'punct', 'amod', 'compound', 'nsubj', 'ROOT', 'punct', '']",25,22,said,1,8,7,0,16,21,-14,Iraqi forces,Mosul University,Organisation,Location,ADJ-NOUN,PROPN-PROPN,amod-nsubj,compound-pobj,JJ-NNS,NNP-NNP,4,"[1, 3, 5, 6, 8]",InChargeOf,InChargeOf,DDC23537DF2DA27754B9327683DCA114-0-0-12-Organisation,DDC23537DF2DA27754B9327683DCA114-0-41-57-Location,DDC23537DF2DA27754B9327683DCA114-0-0-12-Organisation,DDC23537DF2DA27754B9327683DCA114-0-41-57-Location,Organisation,Location,True,True,6.0,AUX-VERB-ADJ-NOUN-ADP,4.0,Iraqi forces have seized full control of Mosul University,1
1,2.0,"['amod', 'nsubj', 'ROOT', 'det', 'compound', 'nsubj', 'aux', 'ccomp', 'dobj', 'prep', 'det', 'compound', 'pobj', 'aux', 'xcomp', 'amod', 'dobj', 'punct', '']",19,2,said,4,4,0,3,14,-2,2,the IS group,the university complex,Organisation,Location,DET-PROPN-NOUN,DET-NOUN-NOUN,det-compound-nsubj,det-compound-pobj,DT-NNP-NN,DT-NN-NN,0,[4],CoLocated,CoLocated,DDC23537DF2DA27754B9327683DCA114-2-21-33-Organisation,DDC23537DF2DA27754B9327683DCA114-2-59-81-Location,DDC23537DF2DA27754B9327683DCA114-2-21-33-Organisation,DDC23537DF2DA27754B9327683DCA114-2-59-81-Location,Organisation,Location,True,True,5.0,AUX-VERB-NOUN-ADP,4.0,the IS group had used laboratories in the university complex,1
2,6.0,"['punct', 'punct', '', 'amod', 'nsubj', 'aux', 'ROOT', 'det', 'dobj', 'prep', 'pobj', 'prep', 'pobj', 'prep', 'det', 'amod', 'pobj', 'prep', 'amod', 'pobj', 'punct', '']",22,6,entered,4,8,4,3,13,2,2,Elite troops,the compound,Organisation,Location,ADJ-NOUN,DET-NOUN,amod-nsubj,det-dobj,JJ-NNS,DT-NN,2,"[4, 6, 8]",CoLocated,CoLocated,DDC23537DF2DA27754B9327683DCA114-6-0-12-Organisation,DDC23537DF2DA27754B9327683DCA114-6-25-37-Location,DDC23537DF2DA27754B9327683DCA114-6-0-12-Organisation,DDC23537DF2DA27754B9327683DCA114-6-25-37-Location,Organisation,Location,True,True,3.0,AUX-VERB,2.0,Elite troops had entered the compound,1
3,8.0,"['nsubj', 'advmod', 'ROOT', 'dobj', 'prep', 'det', 'nummod', 'amod', 'pobj', 'acl', 'det', 'compound', 'dobj', 'punct', 'nsubj', 'relcl', 'dobj', 'prep', 'pobj', 'punct', '']",21,2,control,1,8,7,0,12,1,6,They,key bridges crossing the river Tigris,Organisation,Location,PRON,ADJ-NOUN-VERB-DET-NOUN-PROPN,nsubj,amod-pobj-acl-det-compound-dobj,PRP,JJ-NNS-VBG-DT-NN-NNP,4,"[1, 2, 3, 4, 8]",InChargeOf,InChargeOf,DDC23537DF2DA27754B9327683DCA114-8-0-4-Organisation,DDC23537DF2DA27754B9327683DCA114-8-36-73-Location,DDC23537DF2DA27754B9327683DCA114-8-0-4-Organisation,DDC23537DF2DA27754B9327683DCA114-8-36-73-Location,Organisation,Location,True,True,4.0,ADV-VERB-NUM,4.0,They also control three of the five key bridges crossing the river Tigris,1
4,8.0,"['nsubj', 'advmod', 'ROOT', 'dobj', 'prep', 'det', 'nummod', 'amod', 'pobj', 'acl', 'det', 'compound', 'dobj', 'punct', 'nsubj', 'relcl', 'dobj', 'prep', 'pobj', 'punct', '']",21,2,control,8,17,9,7,3,-6,15,key bridges crossing the river Tigris,Mosul,Location,Location,ADJ-NOUN-VERB-DET-NOUN-PROPN,PROPN,amod-pobj-acl-det-compound-dobj,dobj,JJ-NNS-VBG-DT-NN-NNP,NNP,2,"[8, 15, 17]",CoLocated,CoLocated,DDC23537DF2DA27754B9327683DCA114-8-36-73-Location,DDC23537DF2DA27754B9327683DCA114-8-89-94-Location,DDC23537DF2DA27754B9327683DCA114-8-36-73-Location,DDC23537DF2DA27754B9327683DCA114-8-89-94-Location,Location,Location,True,True,3.0,DET-VERB,2.0,"key bridges crossing the river Tigris , which divides Mosul",1
5,9.0,"['det', 'nsubjpass', 'auxpass', 'ROOT', 'agent', 'compound', 'compound', 'pobj', 'prep', 'pobj', 'prep', 'det', 'pobj', 'prep', 'pcomp', 'det', 'dobj', 'prep', 'pobj', 'aux', 'acl', 'cc', 'conj', 'poss', 'dobj', 'prep', 'det', 'pobj', 'punct', '']",30,3,targeted,19,24,5,18,5,-16,21,IS,their positions in the east,Organisation,Location,VERB,DET-NOUN-ADP-DET-NOUN,pobj,poss-dobj-prep-det-pobj,VBZ,PRP$-NNS-IN-DT-NN,3,"[19, 20, 22, 24]",CoLocated,CoLocated,DDC23537DF2DA27754B9327683DCA114-9-102-104-Organisation,DDC23537DF2DA27754B9327683DCA114-9-130-157-Location,DDC23537DF2DA27754B9327683DCA114-9-102-104-Organisation,DDC23537DF2DA27754B9327683DCA114-9-130-157-Location,Organisation,Location,True,True,5.0,PART-VERB-CCONJ-VERB,5.0,IS to resupply or reinforce their positions in the east,1
6,9.0,"['det', 'nsubjpass', 'auxpass', 'ROOT', 'agent', 'compound', 'compound', 'pobj', 'prep', 'pobj', 'prep', 'det', 'pobj', 'prep', 'pcomp', 'det', 'dobj', 'prep', 'pobj', 'aux', 'acl', 'cc', 'conj', 'poss', 'dobj', 'prep', 'det', 'pobj', 'punct', '']",30,3,targeted,6,7,1,5,22,-3,4,coalition,air strikes,Organisation,Weapon,NOUN,NOUN-NOUN,compound,compound-pobj,NN,NN-NNS,1,"[6, 7]",InChargeOf,InChargeOf,DDC23537DF2DA27754B9327683DCA114-9-29-38-Organisation,DDC23537DF2DA27754B9327683DCA114-9-39-50-Weapon,DDC23537DF2DA27754B9327683DCA114-9-29-38-Organisation,DDC23537DF2DA27754B9327683DCA114-9-39-50-Weapon,Organisation,Weapon,True,True,1.0,,1.0,coalition air strikes,1
0,1.0,"['nsubj', 'ROOT', 'det', 'dobj', 'cc', 'amod', 'amod', 'conj', 'prep', 'compound', 'compound', 'pobj', 'prep', 'pobj', 'punct', 'conj', 'punct', 'prep', 'nummod', 'punct', 'nummod', 'pobj', '']",23,1,seized,1,3,2,0,19,0,2,ISIL,the tanks,Organisation,MilitaryPlatform,PROPN,DET-NOUN,nsubj,det-dobj,NNP,DT-NNS,1,"[1, 3]",InChargeOf,InChargeOf,6874F49C56340E2BD65BF958916C97AE-1-0-4-Organisation,6874F49C56340E2BD65BF958916C97AE-1-12-21-MilitaryPlatform,6874F49C56340E2BD65BF958916C97AE-1-0-4-Organisation,6874F49C56340E2BD65BF958916C97AE-1-12-21-MilitaryPlatform,Organisation,MilitaryPlatform,True,True,2.0,VERB,2.0,ISIL seized the tanks,1
1,1.0,"['nsubj', 'ROOT', 'det', 'dobj', 'cc', 'amod', 'amod', 'conj', 'prep', 'compound', 'compound', 'pobj', 'prep', 'pobj', 'punct', 'conj', 'punct', 'prep', 'nummod', 'punct', 'nummod', 'pobj', '']",23,1,seized,1,6,5,0,16,0,5,ISIL,other military hardware,Organisation,Weapon,PROPN,ADJ-ADJ-NOUN,nsubj,amod-amod-conj,NNP,JJ-JJ-NN,3,"[1, 3, 7, 6]",InChargeOf,InChargeOf,6874F49C56340E2BD65BF958916C97AE-1-0-4-Organisation,6874F49C56340E2BD65BF958916C97AE-1-26-49-Weapon,6874F49C56340E2BD65BF958916C97AE-1-0-4-Organisation,6874F49C56340E2BD65BF958916C97AE-1-26-49-Weapon,Organisation,Weapon,True,True,4.0,VERB-DET-CCONJ,3.0,ISIL seized the tanks and other military hardware,1
2,1.0,"['nsubj', 'ROOT', 'det', 'dobj', 'cc', 'amod', 'amod', 'conj', 'prep', 'compound', 'compound', 'pobj', 'prep', 'pobj', 'punct', 'conj', 'punct', 'prep', 'nummod', 'punct', 'nummod', 'pobj', '']",23,1,seized,3,10,7,2,12,-2,9,the tanks,Tiyas Military Airfield,MilitaryPlatform,Location,DET-NOUN,PROPN-PROPN-PROPN,det-dobj,compound-compound-pobj,DT-NNS,NNP-NNP-NNP,4,"[3, 1, 8, 11, 10]",CoLocated,CoLocated,6874F49C56340E2BD65BF958916C97AE-1-12-21-MilitaryPlatform,6874F49C56340E2BD65BF958916C97AE-1-55-78-Location,6874F49C56340E2BD65BF958916C97AE-1-12-21-MilitaryPlatform,6874F49C56340E2BD65BF958916C97AE-1-55-78-Location,MilitaryPlatform,Location,True,True,4.0,CCONJ-ADJ-ADP,3.0,the tanks and other military hardware from Tiyas Military Airfield,1
3,1.0,"['nsubj', 'ROOT', 'det', 'dobj', 'cc', 'amod', 'amod', 'conj', 'prep', 'compound', 'compound', 'pobj', 'prep', 'pobj', 'punct', 'conj', 'punct', 'prep', 'nummod', 'punct', 'nummod', 'pobj', '']",23,1,seized,6,10,4,5,12,-5,9,other military hardware,Tiyas Military Airfield,Weapon,Location,ADJ-ADJ-NOUN,PROPN-PROPN-PROPN,amod-amod-conj,compound-compound-pobj,JJ-JJ-NN,NNP-NNP-NNP,6,"[6, 7, 3, 1, 8, 11, 10]",CoLocated,CoLocated,6874F49C56340E2BD65BF958916C97AE-1-26-49-Weapon,6874F49C56340E2BD65BF958916C97AE-1-55-78-Location,6874F49C56340E2BD65BF958916C97AE-1-26-49-Weapon,6874F49C56340E2BD65BF958916C97AE-1-55-78-Location,Weapon,Location,True,True,2.0,ADP,4.0,other military hardware from Tiyas Military Airfield,1
4,4.0,"['punct', 'nsubj', 'aux', 'neg', 'ROOT', 'nsubj', 'aux', 'ccomp', 'dobj', 'nsubj', 'relcl', 'nmod', 'cc', 'conj', 'dobj', 'punct', 'punct', '']",18,4,allow,2,6,4,1,11,2,2,We,ISIL,Organisation,Organisation,PRON,PROPN,nsubj,nsubj,PRP,NNP,3,"[2, 4, 7, 6]",Dislikes,Dislikes,6874F49C56340E2BD65BF958916C97AE-2-1-3-Organisation,6874F49C56340E2BD65BF958916C97AE-2-19-23-Organisation,6874F49C56340E2BD65BF958916C97AE-2-1-3-Organisation,6874F49C56340E2BD65BF958916C97AE-2-19-23-Organisation,Organisation,Organisation,True,True,4.0,VERB-PART-VERB,3.0,We will not allow ISIL,1
5,8.0,"['prep', 'det', 'pobj', 'punct', 'nummod', 'compound', 'nsubj', 'ROOT', 'nummod', 'dobj', 'acl', 'nummod', 'dobj', 'punct']",14,7,fired,6,9,3,5,4,1,2,Coalition aircraft,22,MilitaryPlatform,Quantity,NOUN-NOUN,NUM,compound-nsubj,nummod,NN-NN,CD,2,"[6, 7, 9]",HasAttrOf,HasAttrOf,6874F49C56340E2BD65BF958916C97AE-6-25-43-MilitaryPlatform,6874F49C56340E2BD65BF958916C97AE-6-50-52-Quantity,6874F49C56340E2BD65BF958916C97AE-6-25-43-MilitaryPlatform,6874F49C56340E2BD65BF958916C97AE-6-50-52-Quantity,MilitaryPlatform,Quantity,True,True,,,,Coalition aircraft fired 22,1
